trade_id,fold_id,symbol,direction,entry_time,entry_price,initial_stop,exit_time,exit_price,exit_reason,bars_held,gross_R,cost_R,net_R,MAE_R,MFE_R
WF03-Si-000001,WF03,Si,SHORT,2024-08-01T16:00:00+03:00,85.55,86.0331894916,2024-08-02T12:00:00+03:00,86.0331894916,ATR_TRAILING_STOP,10,-1,0.00827832572791,-1.00827832573,1,0.434612100715
WF03-Si-000002,WF03,Si,SHORT,2024-08-05T14:00:00+03:00,84.82,85.3894092349,2024-08-05T16:00:00+03:00,85.3894092349,ATR_TRAILING_STOP,2,-1,0.00702482459821,-1.0070248246,1,0.15805855346
WF03-Si-000003,WF03,Si,LONG,2024-08-12T14:00:00+03:00,88.2,87.6060635706,2024-08-12T22:00:00+03:00,88.521543192,ATR_TRAILING_STOP,8,0.541376443848,0.006734727493,0.534641716355,0.437757287045,2.18878643522
WF03-Si-000004,WF03,Si,LONG,2024-08-13T11:00:00+03:00,89.75,88.7428011784,2024-08-14T14:00:00+03:00,89.0334376485,ATR_TRAILING_STOP,17,-0.711440816053,0.00397141052433,-0.715412226577,0.734710947,0.387212526122
WF03-Si-000005,WF03,Si,LONG,2024-08-16T11:00:00+03:00,88.68,88.0921931372,2024-08-21T17:00:00+03:00,89.6195844993,ATR_TRAILING_STOP,48,1.59845785888,0.00680495627592,1.59165290261,0.952693878629,2.56887099416
WF03-Si-000006,WF03,Si,SHORT,2024-09-03T22:00:00+03:00,87.78,88.2692886276,2024-09-04T11:00:00+03:00,88.2692886276,ATR_TRAILING_STOP,3,-1,0.00817513380588,-1.00817513381,1,0.224816179662
WF03-CNY-000001,WF03,CNY,LONG,2024-09-04T14:00:00+03:00,12.241,12.1359662585,2024-09-05T11:00:00+03:00,12.263169852,ATR_TRAILING_STOP,11,0.211073619705,0.0380830001963,0.172990619509,0.62836950324,1.73277650893
WF03-CNY-000002,WF03,CNY,LONG,2024-09-05T14:00:00+03:00,12.428,12.2880157078,2024-09-10T18:00:00+03:00,12.6221707352,ATR_TRAILING_STOP,46,1.38708945212,0.0285746345949,1.35851481752,0.442906836221,2.07880466678
WF03-Si-000007,WF03,Si,LONG,2024-09-06T17:00:00+03:00,89.79,89.2103194493,2024-09-10T18:00:00+03:00,90.2743229427,ATR_TRAILING_STOP,29,0.835499728379,0.00690035226276,0.828599376116,0.293264971167,1.89759687226
WF03-CNY-000003,WF03,CNY,LONG,2024-09-20T19:00:00+03:00,13.084,12.9940801735,2024-09-24T16:00:00+03:00,13.129508829,ATR_TRAILING_STOP,25,0.506104501631,0.0444840715785,0.461620430052,0.778471252624,1.79048388103
WF03-CNY-000004,WF03,CNY,LONG,2024-09-26T13:00:00+03:00,13.164,13.08952279,2024-09-27T11:00:00+03:00,13.1445262688,ATR_TRAILING_STOP,12,-0.261472351021,0.053707704662,-0.315180055683,0.261472351021,0.886177126923
WF03-CNY-000005,WF03,CNY,LONG,2024-10-02T13:00:00+03:00,13.399,13.323835346,2024-10-03T12:00:00+03:00,13.431,ATR_TRAILING_STOP,13,0.425732020444,0.0532165025555,0.372515517888,0.106433005111,2.07544359966
WF03-Si-000008,WF03,Si,LONG,2024-10-04T16:00:00+03:00,95.5,94.9931672974,2024-10-09T16:00:00+03:00,96.2241850694,ATR_TRAILING_STOP,42,1.42884440105,0.00789215056452,1.42095225049,0.90759731492,2.66360081552
WF03-Si-000009,WF03,Si,LONG,2024-10-15T11:00:00+03:00,96.06,95.552827372,2024-10-16T15:00:00+03:00,96.5548582186,ATR_TRAILING_STOP,18,0.975719491475,0.00788686096111,0.967832630514,0.0197171524028,2.24775537392
