trade_id,fold_id,symbol,direction,entry_time,entry_price,initial_stop,exit_time,exit_price,exit_reason,bars_held,gross_R,cost_R,net_R,MAE_R,MFE_R
WF02-CNY-000004,WF02,CNY,SHORT,2024-06-03T13:00:00+03:00,12.289,12.3554563111,2024-06-05T11:00:00+03:00,12.2677128187,ATR_TRAILING_STOP,28,0.32031843016,0.030094959628,0.290223470532,0.210664717396,1.47465302177
WF02-CNY-000005,WF02,CNY,SHORT,2024-06-06T11:00:00+03:00,12.191,12.2330825599,2024-06-06T13:00:00+03:00,12.2330825599,ATR_TRAILING_STOP,2,-1,0.0475256259644,-1.04752562596,1,0.166339690875
WF02-CNY-000006,WF02,CNY,SHORT,2024-06-10T15:00:00+03:00,12.203,12.2586261143,2024-06-11T11:00:00+03:00,12.2257224294,ATR_TRAILING_STOP,11,-0.408484930371,0.0359543359276,-0.444439266299,0.408484930371,0.862904062262
WF02-Si-000004,WF02,Si,SHORT,2024-06-10T20:00:00+03:00,88.56,89.001599202,2024-06-11T11:00:00+03:00,89.001599202,ATR_TRAILING_STOP,6,-1,0.00452899369115,-1.00452899369,1,0.15851477919
WF02-CNY-000007,WF02,CNY,SHORT,2024-06-17T15:00:00+03:00,12.106,12.1727941103,2024-06-19T12:00:00+03:00,11.1712557888,ATR_TRAILING_STOP,25,13.9944106845,0.0299427597781,13.9644679247,0,18.8789100401
WF02-Si-000005,WF02,Si,SHORT,2024-06-17T15:00:00+03:00,88.63,89.2962130851,2024-06-20T11:00:00+03:00,82.3754853099,ATR_TRAILING_STOP,38,9.38815947876,0.00300204250654,9.38515743625,0.0150102125327,12.0982313013
WF03-Si-000001,WF03,Si,SHORT,2024-08-01T16:00:00+03:00,85.55,86.0331894916,2024-08-02T12:00:00+03:00,86.0331894916,ATR_TRAILING_STOP,10,-1,0.00413916286396,-1.00413916286,1,0.434612100715
WF03-Si-000002,WF03,Si,SHORT,2024-08-05T14:00:00+03:00,84.82,85.3894092349,2024-08-05T16:00:00+03:00,85.3894092349,ATR_TRAILING_STOP,2,-1,0.00351241229911,-1.0035124123,1,0.15805855346
WF03-Si-000003,WF03,Si,LONG,2024-08-12T14:00:00+03:00,88.2,87.6060635706,2024-08-12T22:00:00+03:00,88.521543192,ATR_TRAILING_STOP,8,0.541376443848,0.0033673637465,0.538009080102,0.437757287045,2.18878643522
WF03-Si-000004,WF03,Si,LONG,2024-08-13T11:00:00+03:00,89.75,88.7428011784,2024-08-14T14:00:00+03:00,89.0334376485,ATR_TRAILING_STOP,17,-0.711440816053,0.00198570526216,-0.713426521315,0.734710947,0.387212526122
WF03-Si-000005,WF03,Si,LONG,2024-08-16T11:00:00+03:00,88.68,88.0921931372,2024-08-21T17:00:00+03:00,89.6195844993,ATR_TRAILING_STOP,48,1.59845785888,0.00340247813796,1.59505538075,0.952693878629,2.56887099416
WF03-Si-000006,WF03,Si,SHORT,2024-09-03T22:00:00+03:00,87.78,88.2692886276,2024-09-04T11:00:00+03:00,88.2692886276,ATR_TRAILING_STOP,3,-1,0.00408756690294,-1.0040875669,1,0.224816179662
WF03-CNY-000001,WF03,CNY,LONG,2024-09-04T14:00:00+03:00,12.241,12.1359662585,2024-09-05T11:00:00+03:00,12.263169852,ATR_TRAILING_STOP,11,0.211073619705,0.0190415000982,0.192032119607,0.62836950324,1.73277650893
WF03-CNY-000002,WF03,CNY,LONG,2024-09-05T14:00:00+03:00,12.428,12.2880157078,2024-09-10T18:00:00+03:00,12.6221707352,ATR_TRAILING_STOP,46,1.38708945212,0.0142873172975,1.37280213482,0.442906836221,2.07880466678
WF03-Si-000007,WF03,Si,LONG,2024-09-06T17:00:00+03:00,89.79,89.2103194493,2024-09-10T18:00:00+03:00,90.2743229427,ATR_TRAILING_STOP,29,0.835499728379,0.00345017613138,0.832049552248,0.293264971167,1.89759687226
WF03-CNY-000003,WF03,CNY,LONG,2024-09-20T19:00:00+03:00,13.084,12.9940801735,2024-09-24T16:00:00+03:00,13.129508829,ATR_TRAILING_STOP,25,0.506104501631,0.0222420357893,0.483862465842,0.778471252624,1.79048388103
WF03-CNY-000004,WF03,CNY,LONG,2024-09-26T13:00:00+03:00,13.164,13.08952279,2024-09-27T11:00:00+03:00,13.1445262688,ATR_TRAILING_STOP,12,-0.261472351021,0.026853852331,-0.288326203352,0.261472351021,0.886177126923
WF03-CNY-000005,WF03,CNY,LONG,2024-10-02T13:00:00+03:00,13.399,13.323835346,2024-10-03T12:00:00+03:00,13.431,ATR_TRAILING_STOP,13,0.425732020444,0.0266082512777,0.399123769166,0.106433005111,2.07544359966
WF03-Si-000008,WF03,Si,LONG,2024-10-04T16:00:00+03:00,95.5,94.9931672974,2024-10-09T16:00:00+03:00,96.2241850694,ATR_TRAILING_STOP,42,1.42884440105,0.00394607528226,1.42489832577,0.90759731492,2.66360081552
WF03-Si-000009,WF03,Si,LONG,2024-10-15T11:00:00+03:00,96.06,95.552827372,2024-10-16T15:00:00+03:00,96.5548582186,ATR_TRAILING_STOP,18,0.975719491475,0.00394343048055,0.971776060994,0.0197171524028,2.24775537392
